row_id,split,daily_social_media_hours,sleep_hours,screen_time_before_sleep,physical_activity,social_interaction_level,academic_performance,usage_intensity_cluster_id,usage_intensity_cluster_name,lifestyle_health_cluster_id,lifestyle_health_cluster_name,social_behavior_cluster_id,social_behavior_cluster_name,stress_pattern_cluster_id,stress_pattern_cluster_name,combined_persona
159,train,7.5,8.0,2.0,0.7,medium,3.25,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | High Stress Users
993,train,4.4,5.1,2.8,0.5,high,2.22,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1434,train,1.1,8.2,1.5,0.8,medium,3.57,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
329,train,7.5,6.7,1.1,0.6,high,3.77,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | High Stress Users
3220,train,2.6,7.2,1.0,1.2,high,3.48,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2564,train,6.0,6.6,1.7,1.3,medium,2.86,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
967,train,2.1,4.6,2.0,1.8,high,2.55,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | Low Stress Users
968,train,7.3,7.3,2.8,0.4,low,3.3,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1697,train,3.3,6.0,2.0,1.4,high,3.21,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1642,train,4.7,7.4,0.7,0.2,high,3.42,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
1377,train,2.8,5.2,2.8,1.4,medium,2.87,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | Low Stress Users
1839,train,6.0,5.0,2.9,0.4,medium,2.31,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3631,train,1.3,8.5,0.6,1.5,medium,3.85,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1781,train,3.0,6.2,2.6,1.4,high,2.8,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1238,train,1.3,8.1,1.4,1.4,medium,3.56,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3052,train,6.0,5.4,2.0,0.2,low,2.14,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
3116,train,3.9,6.1,1.7,1.2,low,2.84,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
1987,train,6.7,5.2,1.5,0.9,low,2.08,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1942,train,6.8,5.5,2.2,0.4,high,2.68,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
789,train,1.8,4.5,2.8,1.6,medium,3.22,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1833,train,4.2,5.8,1.7,1.4,medium,2.77,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Moderately Social Users | Low Stress Users
782,train,3.8,5.7,2.0,1.0,low,3.01,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | Low Stress Users
3061,train,5.2,4.9,2.7,0.8,low,2.0,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1060,train,3.3,9.0,0.7,0.6,medium,2.49,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
764,train,8.0,4.3,0.8,0.8,medium,3.44,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1702,train,6.1,4.4,1.9,1.5,high,2.0,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2815,train,2.0,7.0,1.2,0.5,low,3.55,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
881,train,3.2,5.6,0.7,1.5,high,3.1,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2234,train,6.2,5.2,3.0,0.9,medium,2.27,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1114,train,1.2,6.8,2.6,1.8,medium,2.85,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1701,train,5.2,5.7,1.0,0.8,high,3.13,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | Low Stress Users
441,train,6.6,8.6,1.5,1.1,low,2.63,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
2887,train,4.1,5.1,2.4,1.2,high,2.53,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
1476,train,3.0,7.2,1.4,1.9,low,3.39,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
1385,train,7.8,4.6,0.8,0.3,low,2.11,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
448,train,5.0,4.9,2.6,1.9,medium,3.82,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Moderately Social Users | High Stress Users
3230,train,2.1,7.9,0.8,1.7,low,4.0,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3373,train,2.4,6.4,2.4,0.5,medium,3.11,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1550,train,7.7,4.5,2.7,0.1,medium,2.33,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
357,train,5.4,4.4,2.3,0.4,high,3.34,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
671,train,3.4,4.6,2.0,1.9,high,2.27,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
1088,train,1.4,4.7,0.5,1.7,high,3.57,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1762,train,5.0,5.3,2.6,0.3,medium,2.81,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1990,train,4.2,7.1,0.9,1.0,medium,3.09,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
849,train,5.4,4.9,0.6,0.0,low,3.17,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1340,train,2.5,7.3,1.3,1.2,medium,3.37,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
554,train,6.0,5.0,2.5,1.8,high,2.55,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
1951,train,6.1,5.7,1.4,1.9,high,2.86,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
1974,train,7.2,5.1,1.9,1.9,low,2.6,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
366,train,6.4,7.7,0.5,1.2,low,3.05,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
2053,train,3.4,6.8,1.6,1.8,low,3.74,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
960,train,3.8,4.7,1.2,1.4,high,3.7,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1721,train,2.6,7.2,2.2,1.1,medium,2.99,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
884,train,2.5,7.1,1.9,1.1,low,2.35,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
2981,train,5.0,5.4,2.8,1.9,medium,2.27,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
2258,train,1.3,7.7,1.6,1.7,high,3.56,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
303,train,7.5,8.6,1.9,0.9,medium,3.33,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
1521,train,6.3,5.6,1.9,0.8,high,2.97,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2576,train,5.2,6.2,0.9,1.5,low,2.78,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
3686,train,3.2,6.8,2.1,1.8,low,4.0,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
1742,train,1.9,6.4,2.1,0.5,medium,3.3,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
619,train,5.2,5.4,0.8,2.0,low,2.39,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
3498,train,2.1,7.1,1.7,0.7,high,3.53,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1523,train,3.9,6.0,1.7,0.3,low,2.43,0,Light / Rested Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Light / Rested Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2082,train,2.3,6.5,2.7,2.0,medium,3.31,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
3411,train,4.8,6.2,0.6,0.4,high,2.82,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
141,train,2.3,6.9,2.3,1.6,medium,2.17,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2712,train,1.4,8.4,1.3,1.4,low,3.98,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3557,train,6.9,4.7,2.4,1.4,medium,2.0,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1883,train,6.3,5.6,1.2,0.3,high,2.19,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1209,train,7.6,4.3,2.3,0.1,medium,2.0,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1671,train,5.5,5.1,2.8,1.7,medium,2.16,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
939,train,2.9,4.5,0.9,0.1,low,3.71,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3356,train,4.8,6.5,0.9,0.1,medium,2.33,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
2075,train,2.2,7.9,0.9,1.5,low,3.29,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
1621,train,6.7,5.4,0.8,1.8,low,2.04,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
31,train,1.6,8.7,2.5,0.4,high,3.69,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
231,train,2.7,5.1,2.4,1.8,high,2.17,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | High Stress Users
438,train,5.6,8.8,0.9,2.0,low,3.03,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,1,High Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | High Stress Users
3112,train,4.0,6.7,1.6,0.0,medium,2.61,0,Light / Rested Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Light / Rested Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
930,train,4.8,5.6,1.6,1.3,low,2.0,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
641,train,6.0,4.2,0.9,0.8,medium,2.41,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1995,train,5.2,5.6,1.9,1.1,high,2.92,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1691,train,5.7,6.1,1.0,1.2,low,2.22,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
3641,train,2.7,6.4,2.7,0.3,medium,3.28,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
552,train,3.5,6.8,1.5,1.8,medium,2.35,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
639,train,2.4,8.7,1.6,0.1,medium,2.4,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
844,train,8.0,8.1,2.5,1.7,medium,2.7,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | Low Stress Users
1730,train,5.0,5.7,1.7,1.5,medium,3.47,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Moderately Social Users | High Stress Users
2070,train,7.7,5.3,0.7,1.9,high,2.55,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1015,train,7.4,4.4,1.4,1.1,low,3.78,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2413,train,7.7,4.3,2.2,1.8,high,2.08,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1368,train,1.3,7.8,2.5,0.5,medium,3.73,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2589,train,3.4,6.9,1.1,1.7,high,2.81,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2599,train,3.0,6.4,1.4,0.7,low,3.43,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
895,train,1.8,4.9,2.3,1.4,medium,2.67,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Moderately Social Users | Low Stress Users
984,train,7.6,7.3,2.9,1.2,high,2.99,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
3570,train,3.7,6.8,0.6,0.7,low,3.3,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
1346,train,7.9,4.4,1.9,0.8,medium,2.13,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
228,train,6.0,7.1,0.9,0.1,low,2.98,1,Heavy Daytime Social Media Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Heavy Daytime Social Media Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
3561,train,6.3,5.8,1.3,0.7,medium,2.07,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
1051,train,5.5,6.0,2.8,0.0,medium,3.4,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | Low Stress Users
3639,train,1.5,8.0,1.8,2.0,high,3.87,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1872,train,3.2,6.8,0.8,1.2,low,3.03,0,Light / Rested Users,0,Healthy Lifestyle Users,0,Socially Isolated Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Socially Isolated Users | Low Stress Users
2622,train,2.1,5.8,1.7,1.0,medium,2.98,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
1869,train,5.0,6.1,0.7,0.5,medium,2.86,1,Heavy Daytime Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Heavy Daytime Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | Low Stress Users
2127,train,6.3,5.2,2.3,0.7,medium,2.52,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Low Activity Moderate Social Users | High Stress Users
121,train,4.0,8.1,2.1,0.4,medium,2.01,0,Light / Rested Users,1,Lifestyle Risk Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Lifestyle Risk Users | Low Activity Moderate Social Users | Low Stress Users
1481,train,1.9,7.4,1.4,1.6,medium,3.8,0,Light / Rested Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2328,train,4.6,5.0,2.3,1.9,low,2.76,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
2880,train,3.2,5.9,3.0,1.0,high,3.36,2,Heavy Night Social Media Users,0,Healthy Lifestyle Users,2,Moderately Social Users,0,Low Stress Users,Heavy Night Social Media Users | Healthy Lifestyle Users | Moderately Social Users | Low Stress Users
2785,train,4.5,5.8,2.4,0.4,low,2.42,2,Heavy Night Social Media Users,1,Lifestyle Risk Users,0,Socially Isolated Users,1,High Stress Users,Heavy Night Social Media Users | Lifestyle Risk Users | Socially Isolated Users | High Stress Users
1462,train,3.2,6.9,1.3,0.5,medium,3.06,0,Light / Rested Users,0,Healthy Lifestyle Users,1,Low Activity Moderate Social Users,0,Low Stress Users,Light / Rested Users | Healthy Lifestyle Users | Low Activity Moderate Social Users | Low Stress Users
